SEC ID,Latest Name,Previous Names (@@@ separator),Latest NAICS Industry Sector Name,Latest NAICS Industry Sector Code,Previous NAICS Industry Sector Names (@@@ separator),Previous NAICS Industry Sector Codes (@@@ separator),Latest SIC Industry Code,Previous SIC Industry Codes (@@@ separator)
1084384,Pareteum Corp,Elephant Talk Communications Corp@@@Elephant Talk Communications Inc,"Professional, Scientific, and Technical Services",54,Information,51,7373,4813
1084415,"Heartland, Inc.",,Construction,23,,,1520,
1084463,"Coil Tubing Technology, Inc.",,Manufacturing,33,,,3533,
1084507,Arrayit Corp,,Manufacturing,33,,,3826,
1084554,Lightbridge Corp,,"Professional, Scientific, and Technical Services",54,,,8742,
1084580,Jefferies Group LLC,Jefferies Group Inc /DE/,Finance and Insurance,52,,,6211,
1084597,Xzeres Corp.,,Manufacturing,33,,,3510,
1084662,Maydao Corp,,Other Services (except Public Administration),81,,,7389,
1084717,Pacific Continental Corp,,Finance and Insurance,52,,,6021,
1084750,Navisite Inc,,Other Services (except Public Administration),81,,,7389,
1084752,"Inventergy Global, Inc.",EON Communications Corp,Information,51,,,4813,
1084755,Ariba Inc,,Information,51,,,7372,
1084765,Resources Connection Inc,,Other Services (except Public Administration),81,,,7389,
1084817,Responsys Inc,,Information,51,,,7372,
1084828,"Terra Energy & Resource Technologies, Inc.",,"Professional, Scientific, and Technical Services",54,,,1382,
1084869,1 800 Flowers COM Inc,,Retail Trade,45,,,5990,
1084876,RAE Systems Inc,,Manufacturing,33,,,3829,
1084899,"Greenworld Development, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1084961,Encore Capital Group Inc,,Finance and Insurance,52,,,6153,
1084991,Natural GAS Services Group Inc,,Construction,23,,,1389,
108516,Worthington Industries Inc,,Manufacturing,33,,,3310,
1085254,"HII Technologies, Inc.",,"Professional, Scientific, and Technical Services",54,Manufacturing,33,1382,3440
1085277,Skinvisible Inc,,Manufacturing,32,,,2834,
1085280,Tibco Software Inc,,Information,51,,,7372,
1085392,Puget Energy Inc /WA,,Utilities,22,,,4911,
1085621,Actua Corp,"ICG Group, Inc.@@@Internet Capital Group Inc","Professional, Scientific, and Technical Services",54,,,7371,8742
1085706,"Metro Bancorp, Inc.",,Finance and Insurance,52,,,6022,
1085734,Blockbuster Inc,,Real Estate and Rental and Leasing,53,,,7841,
1085770,Move Inc,,Other Services (except Public Administration),81,,,6531,
1085869,Perficient Inc,,"Professional, Scientific, and Technical Services",54,,,7371,
1085913,Farmers & Merchants Bancorp,,Finance and Insurance,52,,,6021,
1086139,MDU Communications International Inc,,Other Services (except Public Administration),81,,,4899,
1086222,Akamai Technologies Inc,,Other Services (except Public Administration),81,,,7389,
1086303,Pacific Webworks Inc,,Information,51,,,7372,
1086319,Gasco Energy Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1086411,John D. OIL & GAS CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
1086467,Drugstore COM Inc,,Retail Trade,44,,,5912,
1086600,Alliance Resource Partners LP,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1086670,Bellavista Capital Inc,,Finance and Insurance,52,,,6798,
1086722,Brightcube Inc,,,,,,6770,
1086740,Deltathree Inc,,Information,51,,,4813,
1086745,Wpcs International Inc,,Other Services (except Public Administration),81,,,4899,
1086909,"Broadsoft, Inc.",Broadsoft Inc,Information,51,,,7372,
1086939,Novamed Inc,,Health Care and Social Assistance,62,,,8090,
1087022,ALR Technologies Inc.,ALR Technologies Inc,Manufacturing,33,,,3669,
1087216,Access Plans Inc,,"Professional, Scientific, and Technical Services",54,,,7331,
1087294,Cumberland Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1087423,RED HAT Inc,,Information,51,,,7370,
1087432,Intermune Inc,,Manufacturing,32,,,2834,
1087455,Cornerstone Bancorp/Sc,,Finance and Insurance,52,,,6021,
1087456,United Bancshares Inc/Oh,,Finance and Insurance,52,,,6021,
108772,Xerox Corp,,Other Services (except Public Administration),81,Manufacturing,33,7389,3577
1087734,"Hinto Energy, Inc",Garner Investments Inc,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
1087934,"Incontact, Inc.",,Information,51,,,7372,4813
1088005,Nextmart Inc.,,Other Services (except Public Administration),81,,,7389,
1088033,Quest Software Inc,,Information,51,,,7372,
1088034,Payment Data Systems Inc,,Finance and Insurance,52,,,6099,
1088120,Isecuretrac Corp,,Other Services (except Public Administration),81,,,4899,
1088162,MAD Catz Interactive Inc,,Manufacturing,33,,,3944,
1088206,Quick-Med Technologies Inc,,Manufacturing,33,,,3841,
1088211,Inova Technology Inc.,,Other Services (except Public Administration),81,,,7389,
1088213,"NMI Health, Inc.","Nano Mask, Inc.",Manufacturing,33,,,3842,
1088312,UNI Core Holdings Corp,,Other Services (except Public Administration),81,,,4899,
1088413,"Greystone Logistics, Inc.",,Manufacturing,33,,,3559,
1088638,"Coconnect, Inc.",Coconnect Inc,,,,,6770,
1088787,"CD International Enterprises, Inc.","China Direct Industries, Inc.","Professional, Scientific, and Technical Services",54,Manufacturing,33,8742,3330
1088825,Tivo Inc,,Information,51,,,4841,
1088856,Corcept Therapeutics Inc,,Manufacturing,32,,,2834,
1088949,"DLD Group, Inc.",Ewrx Internet Systems Inc,Other Services (except Public Administration),81,Information,51,7389,7372
1089029,Cardiogenics Holdings Inc.,,Other Services (except Public Administration),81,,,7389,
1089044,Labranche & CO Inc,,Finance and Insurance,52,,,6211,
1089061,Findex COM Inc,,Manufacturing,33,Information,51,3470,7372
1089063,Dicks Sporting Goods Inc,,Retail Trade,45,,,5940,
1089143,Collectors Universe Inc,,Other Services (except Public Administration),81,,,7389,
1089272,BIG CAT Energy Corp,,Manufacturing,33,"Mining, Quarrying, and Oil and Gas Extraction",21,3533,1040
1089319,"Freestone Resources, Inc.",,Manufacturing,33,,,3533,
1089473,Inventiv Health Inc,,"Professional, Scientific, and Technical Services",54,,,8742,
1089511,Alaska Communications Systems Group Inc,,Information,51,,,4813,
1089531,"Kingold Jewelry, Inc.",,Other Services (except Public Administration),81,,,7389,
1089565,Legacy Wine & Spirits International Ltd.,,Wholesale Trade,42,,,5180,
1089590,NEW Dragon Asia Corp,,Manufacturing,31,,,2000,
1089598,Baynon International Corp,,,,,,6770,
1089638,Ness Technologies Inc,,"Professional, Scientific, and Technical Services",54,,,7371,
1089748,Huntsman International LLC,,Manufacturing,32,,,2800,
1089815,"U.S. Neurosurgical Holdings, Inc.",US Neurosurgical Inc,Health Care and Social Assistance,62,,,8093,
1089819,Cleco Corporate Holdings LLC,Cleco Corp,Utilities,22,,,4911,
108985,York Water CO,,Utilities,22,,,4941,
1089872,"Gaia, Inc","Gaiam, Inc",Information,51,,,7812,
1089907,SWK Holdings Corp,,Finance and Insurance,52,Information,51,6159,7372
1090009,Southern First Bancshares Inc,,Finance and Insurance,52,,,6021,
1090012,Devon Energy Corp/De,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1090061,Omnova Solutions Inc,,Manufacturing,32,,,3060,
1090396,Table Trac Inc,,"Arts, Entertainment, and Recreation",71,,,7990,
1090403,"Catalyst Health Solutions, Inc.",,Finance and Insurance,52,,,6411,
1090425,Lamar Advertising Co/New,,Finance and Insurance,52,"Professional, Scientific, and Technical Services",54,6798,7311
1090461,Global Diversified Industries Inc,,Construction,23,,,1520,
1090514,American Oriental Bioengineering Inc,,Manufacturing,32,,,2834,
1090727,United Parcel Service Inc,,Transportation and Warehousing,48,,,4210,
1090872,Agilent Technologies Inc,,Manufacturing,33,,,3826,3825
1090908,"Determine, Inc.",Selectica Inc,Information,51,,,7372,
1090967,Global Energy Inc,,Manufacturing,32,,,2860,
1091164,"Jiangbo Pharmaceuticals, Inc.",,Manufacturing,32,,,2834,
1091171,Blue Nile Inc,,Retail Trade,44,,,5944,
1091312,Symbion Inc/Tn,,Health Care and Social Assistance,62,,,8011,
1091325,"China Yida Holding, CO.",,"Professional, Scientific, and Technical Services",54,,,7310,
1091326,VG Life Sciences Inc.,,Manufacturing,32,,,2834,
1091491,Hcsb Financial Corp,,Finance and Insurance,52,,,6022,6035
109156,Zale Corp,,Retail Trade,44,,,5944,
1091566,Cyios Corp,,Other Services (except Public Administration),81,,,7389,
1091596,"NUO Therapeutics, Inc.","Cytomedix Inc@@@NUO Therapeutics, Inc",Manufacturing,33,,,3841,
1091667,"Charter Communications, Inc. /MO/",,Information,51,,,4841,
1091735,Pacer International Inc,,"Professional, Scientific, and Technical Services",54,,,4731,
1091748,"Argo Group International Holdings, Ltd.",,Finance and Insurance,52,,,6361,
109177,"HRG Group, Inc.",Harbinger Group Inc.,Manufacturing,33,,,3690,
1091801,Martha Stewart Living Omnimedia Inc,,Information,51,,,2721,
1091862,Chemtura Corp,,Manufacturing,32,,,2820,
1091883,Circor International Inc,,Manufacturing,33,,,3490,
1091907,World Wrestling Entertainmentinc,,Information,51,,,7812,
109198,TJX Companies Inc /DE/,,Retail Trade,44,,,5651,
1091983,Forevergreen Worldwide Corp,,Manufacturing,31,,,2090,
1092083,Newmarket Technology Inc,,Information,51,,,4813,
1092289,Transatlantic Petroleum Ltd.,,"Professional, Scientific, and Technical Services",54,,,1382,
1092367,Sycamore Networks Inc,,Manufacturing,33,,,3661,
1092448,"Numobile, Inc.",,Information,51,,,7372,
1092492,Axesstel Inc,,Manufacturing,33,,,3669,
1092562,Biocurex Inc,,Manufacturing,33,,,3841,
1092570,Fullnet Communications Inc,,Information,51,,,4813,7374
1092662,"Chembio Diagnostics, Inc.",,Manufacturing,32,,,2834,
1092699,SPS Commerce Inc,,Information,51,,,7372,
1092791,Orpheum Property Inc,,Wholesale Trade,42,,,5140,
1092796,American Outdoor Brands Corp,Smith & Wesson Holding Corp,Manufacturing,33,,,3480,
1092800,"Montavo, Inc.",,Information,51,,,3652,
1092802,Auri Inc,,Manufacturing,31,,,3140,2100
1092807,Alpine AIR Express Inc/De,,Health Care and Social Assistance,62,,,4522,
1092839,Dune Energy Inc,,Construction,23,,,1389,
1092914,Atlas Pipeline Partners LP,,Transportation and Warehousing,48,,,4922,
1092945,"Metiscan, Inc.",,Information,51,,,7372,
1093082,Huttig Building Products Inc,,Wholesale Trade,42,,,5030,
1093207,Crossroads Systems Inc,,Manufacturing,33,,,3577,
1093248,"Medical Innovation Holdings, Inc.","Medina International Holdings, Inc.",Manufacturing,33,,,3730,
1093285,Scivanta Medical Corp,,Manufacturing,33,,,3841,
1093430,Caspian Services Inc,,Transportation and Warehousing,48,"Mining, Quarrying, and Oil and Gas Extraction",21,4400,1311
1093557,Dexcom Inc,,Manufacturing,33,,,3841,
1093649,Idenix Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1093661,Bromwell Financial Fund LP,,Finance and Insurance,52,,,6221,
1093672,Peoples Bancorp OF North Carolina Inc,,Finance and Insurance,52,,,6022,
1093677,"Worldstar Energy, Corp.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1093683,Bison Instruments Inc,,,,,,9995,
1093691,Plug Power Inc,,Manufacturing,33,,,3620,
1093728,Pacific Financial Corp,,Finance and Insurance,52,,,6022,
109380,Zions Bancorporation /UT/,,Finance and Insurance,52,,,6021,
1093800,UNR Holdings Inc,,Construction,23,,,1520,
1093897,Coastal Banking CO Inc,,Finance and Insurance,52,,,6021,
1093903,Ziyang Ceramics Corp,"China America Holdings, Inc.",Manufacturing,32,Manufacturing,33,3250,3990
1093928,"Alpha Wastewater, Inc.",Silicon South Inc,,,,,6770,
1094007,Rainmaker Systems Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,8741,
1094019,"Newtek Business Services, Inc.",Newtek Business Services Inc,Other Services (except Public Administration),81,,,7389,
1094032,Dale Jarrett Racing Adventure Inc,,Other Services (except Public Administration),81,,,7389,
1094038,Tapimmune Inc,,Manufacturing,32,,,2834,
1094058,Ediets COM Inc,,Other Services (except Public Administration),81,,,7200,
1094084,Telkonet Inc,,Manufacturing,33,Other Services (except Public Administration),81,3822,4899
1094093,Progress Energy Inc,,Utilities,22,,,4911,
1094139,Ourpets CO,,Manufacturing,33,,,3089,
1094238,Harris Interactive Inc,,"Professional, Scientific, and Technical Services",54,,,8742,
1094285,Teledyne Technologies Inc,,Manufacturing,33,"Professional, Scientific, and Technical Services",54,3812,8711
1094348,Mattersight Corp,Eloyalty Corp,"Professional, Scientific, and Technical Services",54,,,7373,8742
1094392,Rudolph Technologies Inc,,Manufacturing,33,,,3823,
1094651,Trimax Corp,,Manufacturing,33,,,3669,
109471,Aerosonic Corp /DE/,,Manufacturing,33,,,3812,
1094738,M&F Bancorp Inc /NC/,,Finance and Insurance,52,,,6022,
1094739,Finisar Corp,,Manufacturing,33,,,3674,
1094742,Mainstreet Bankshares Inc,,Finance and Insurance,52,,,6021,
1094808,"Vertro, Inc.",,Other Services (except Public Administration),81,,,7389,
1094810,Mutualfirst Financial Inc,,Finance and Insurance,52,,,6022,
1094814,"Cartesian, Inc.","Management Network Group Inc@@@Management Network Group, Inc.","Professional, Scientific, and Technical Services",54,,,8742,
1094816,Voice Mobility International Inc,,Information,51,,,4822,
1094831,"BGC Partners, Inc.",,Finance and Insurance,52,,,6200,
1094847,"Oncovista Innovative Therapies, Inc",,Manufacturing,32,,,2834,
1095007,Diversified 2000 Futures Fund L.P.,,Finance and Insurance,52,,,6221,
1095073,Everest RE Group LTD,,Finance and Insurance,52,,,6331,
1095130,"Arkados Group, Inc.",,Other Services (except Public Administration),81,,,7389,
1095133,ISA Internationale Inc,,Retail Trade,45,,,5961,
1095146,Gameplan Inc,,,,,,9995,
1095266,Workstream Inc,,Other Services (except Public Administration),81,,,7389,
1095277,Intersections Inc,,Information,51,,,7374,
1095291,"Web.Com Group, Inc.",,Information,51,,,7372,
1095315,Pfsweb Inc,,Other Services (except Public Administration),81,,,7389,
1095373,Woodstock Holdings Inc.,,Finance and Insurance,52,,,6211,
1095565,Healthstream Inc,,Information,51,,,7370,
1095600,Blue Coat Systems Inc,,Manufacturing,33,,,3572,
109563,Applied Industrial Technologies Inc,,Wholesale Trade,42,,,5080,
1095651,Istar Inc.,Istar Financial Inc,Finance and Insurance,52,,,6798,
1095858,"Erba Diagnostics, Inc.",Ivax Diagnostics Inc,Manufacturing,32,,,2834,
1095981,"Cytori Therapeutics, Inc.",,Manufacturing,33,,,3841,
1095996,William Lyon Homes,,Construction,23,,,1531,
1096132,"Petrone Worldwide, Inc.",,"Professional, Scientific, and Technical Services",54,,,8742,
1096142,Gentiva Health Services Inc,,Health Care and Social Assistance,62,,,8082,
1096199,"Geeknet, Inc",,Retail Trade,45,,,5990,
1096275,"Franchise Holdings International, Inc.",,Manufacturing,33,Other Services (except Public Administration),81,3714,7389
1096294,GFR Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1096296,Mineralrite Corp,Royal Quantum Group Inc,Manufacturing,33,"Mining, Quarrying, and Oil and Gas Extraction",21,3532,1000
1096298,"Asia8, Inc.",,Retail Trade,45,,,5990,
1096325,Intersil Corp/De,,Manufacturing,33,,,3674,
1096339,Saratoga Resources Inc /TX,,"Professional, Scientific, and Technical Services",54,,,1382,
1096343,Markel Corp,,Finance and Insurance,52,,,6331,
1096376,Nutri System Inc /DE/,,Retail Trade,45,,,5961,
1096385,Vectren Corp,,Utilities,22,,,4932,
1096481,Angiotech Pharmaceuticals Inc,,Manufacturing,33,,,3841,
1096550,"Energy Quest, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1400,
1096555,"Myriad Interactive Media, Inc.","Ivany Nguyen, Inc.",Information,51,"Mining, Quarrying, and Oil and Gas Extraction",21,7374,1000
1096560,Sulphco Inc,,Construction,23,,,1389,
109657,Oxis International Inc,,Manufacturing,32,,,2834,
1096613,First Transaction Management Inc,,Manufacturing,32,,,2670,
1096637,Savicorp,,Manufacturing,33,,,3714,
1096654,Ohio Legacy Corp,,Finance and Insurance,52,,,6021,
1096738,Epocrates Inc,,Information,51,,,7374,
1096752,Edgewell Personal Care CO,Energizer Holdings Inc,Manufacturing,32,Manufacturing,33,2844,3690
1096759,Sanwire Corp,NT Mining Corp,Manufacturing,33,"Mining, Quarrying, and Oil and Gas Extraction",21,3669,1040
1096768,"Vidable, Inc.",Blackhawk Fund,"Professional, Scientific, and Technical Services",54,,,8900,
1096788,Knology Inc,,Information,51,,,4812,
1096791,Oilsands Quest Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1090,
1096840,Sunway Global Inc.,,Manufacturing,33,,,3530,
1096857,"Document Capture Technologies, Inc.",,Information,51,,,7372,
1096915,"Savanna East Africa, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1096934,Sitestar Corp,,Information,51,,,7374,
1096935,"American Biocare, Inc.",,Finance and Insurance,52,,,6799,
1096938,"United Health Products, Inc.",,Manufacturing,33,,,3842,
1096939,Vista International Technologies Inc,,Manufacturing,33,,,3990,
1096950,Acology Inc.,Pinecrest Investment Group Inc,Manufacturing,32,,,3080,
1097149,Align Technology Inc,,Manufacturing,33,,,3842,
1097264,Allos Therapeutics Inc,,Manufacturing,32,,,2834,
1097396,Ceres Tactical Currency L.P.,Morgan Stanley Smith Barney Spectrum Currency & Commodity L.P.@@@Morgan Stanley Smith Barney Spectrum Currency LP,Finance and Insurance,52,,,6221,
1097430,International Monetary Systems LTD /WI/,,Other Services (except Public Administration),81,,,7389,
109758,Arbitron Inc,,"Professional, Scientific, and Technical Services",54,,,8700,
1097718,"Unifiedonline, Inc.",Iceweb Inc,Manufacturing,33,,,3572,
1097792,"Ominto, Inc.","Dubli, Inc.@@@Medianet Group Technologies Inc",Other Services (except Public Administration),81,,,7389,
1097864,ON Semiconductor Corp,,Manufacturing,33,,,3674,
1097896,"BIG Tree Group, Inc.",Transax International LTD,Manufacturing,33,Information,51,3944,7372
1098009,America Great Health,Crown Marketing,Manufacturing,32,Finance and Insurance,52,2834,6199
1098146,Patriot National Bancorp Inc,,Finance and Insurance,52,,,6021,
1098151,Fidelity D & D Bancorp Inc,,Finance and Insurance,52,,,6021,
1098277,Websense Inc,,Other Services (except Public Administration),81,,,7389,
1098296,Midamerican Funding LLC,,Utilities,22,,,4911,
1098482,"Innovaro, Inc.",,"Professional, Scientific, and Technical Services",54,,,8742,
1098813,Commercefirst Bancorp Inc,,Finance and Insurance,52,,,6021,
1098875,BAY Acquisition Corp.,,Information,51,,,7372,
1098880,Intelgenx Technologies Corp.,,Manufacturing,32,,,2834,
1098881,"U.S. Rare Earths, Inc","Colorado Rare Earths, Inc","Mining, Quarrying, and Oil and Gas Extraction",21,"@@@Professional, Scientific, and Technical Services",@@@54,1000,7310@@@9995
